"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG"
"CLIFTON","NJ","Accrediting Bureau of Health Education Schools","1",0,1,1,3,2,"21",4724,2287,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Plainfield","NJ","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,2,"21",4310,2358,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","NJ","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",4437,2331,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison","NJ","Middle States Commission on Higher Education","3",0,3,4,2,2,"21",4622,2365,"18","12","14","0","0","0","0","0","0","0","0","0",NA,1287,64,63,55,54,NA,NA,97,93,NA,12,13,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,139
"Cherry Hill","NJ","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",3914,2430,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","NJ","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,2,"21",4471,2342,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plainfield","NJ","Accreditation Commission for Education in Nursing",NA,0,1,1,2,2,"21",4353,2356,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camden","NJ","Middle States Commission on Higher Education","3",0,3,4,1,2,"13",3923,2451,"16","13","12","0","0","0","0","0","0","0","0","0",NA,840,54,49,47,46,44,40,79,79,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"Newark","NJ","Middle States Commission on Higher Education","3",0,3,4,1,2,"11",4530,2305,"16","13","16","0","0","0","0","1","1","0","0","0",NA,686,54,43,52,46,46,40,75,83,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"Trenton","NJ","Joint Review Committee on Education in Radiologic Technology","1",0,1,1,2,2,"13",4131,2399,"-2","-2","-2","0","0","0","0","0","0","0","0","0","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Las Cruces","NM","Higher Learning Commission","3",0,2,2,1,6,"41",989,224,"5","2","4","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roswell","NM","Higher Learning Commission","3",0,1,2,1,6,"33",1303,74,"9","1","2","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup","NM","Higher Learning Commission","3",0,2,2,1,6,"41",2298,245,"7","2","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Alamos","NM","Higher Learning Commission","3",0,2,2,1,6,"32",2412,193,"6","1","1","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alamogordo","NM","Higher Learning Commission","3",0,2,2,1,6,"41",1230,182,"3","1","2","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlsbad","NM","Higher Learning Commission","3",0,2,2,1,6,"41",1025,71,"6","1","2","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grants","NM","Higher Learning Commission","3",0,2,2,1,6,"33",2174,232,"6","1","1","0","0","0","0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Lunas","NM","Higher Learning Commission","3",0,1,2,1,6,"41",2014,223,"6","1","2","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranchos de Taos","NM","Higher Learning Commission","3",0,2,2,1,6,"41",2631,177,"3","1","2","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albany","NY","Middle States Commission on Higher Education","2",0,2,3,3,2,"21",5803,2037,"14","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooklyn","NY","Council on Occupational Education","1",0,1,1,3,2,"11",4451,2195,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Getzville","NY","Middle States Commission on Higher Education","2",0,2,3,3,2,"21",5968,3053,"23","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liverpool","NY","Middle States Commission on Higher Education","2",0,2,3,3,2,"21",6040,2681,"23","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syracuse","NY","Middle States Commission on Higher Education","2",0,2,2,3,2,"12",5983,2647,"7","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rochester","NY","Middle States Commission on Higher Education","2",0,2,3,3,2,"21",6055,2963,"23","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buffalo","NY",NA,"1",0,1,1,3,2,"11",5904,3071,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Batavia","NY",NA,"1",0,1,1,3,2,"32",5930,3006,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York","NY","Middle States Commission on Higher Education","3",0,4,4,2,2,"11",4598,2118,"25","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York","NY","Accrediting Commission of Career Schools and Colleges","1",0,1,1,2,2,"11",4577,2159,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooklyn","NY","Middle States Commission on Higher Education","3",0,3,4,2,2,"11",4443,2161,"-2","-2","-2","0","0","0","0","1","0","0","0","0",NA,1303,54,60,47,60,NA,NA,85,93,NA,9,14,10,15,10,14,NA,NA,10,12,13,NA,123
"Brentwood","NY","Middle States Commission on Higher Education","3",0,3,4,2,2,"21",4652,1953,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patchogue","NY","Middle States Commission on Higher Education",NA,0,3,4,2,2,"21",4629,1914,"18","13","12","0","0","0","0","0","0","0","0","0",NA,888,58,43,56,51,NA,NA,79,91,NA,13,12,12,12,10,13,NA,NA,11,12,12,NA,120
"Bohemia","NY",NA,"1",0,1,1,3,2,"21",4630,1923,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlotte","NC",NA,"3",0,2,3,3,5,"11",2184,3566,"30","7","7","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilmington","NC","Accrediting Council for Independent Colleges and Schools","1",0,2,3,3,5,"12",1915,2983,"23","7","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laurinburg","NC","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,4,2,5,"32",2022,3158,"22","11","8","0","0","0","0","0","0","0","0","0","66",222,28,60,12,37,NA,NA,59,36,NA,6,10,5,10,7,10,NA,NA,7,7,9,NA,5
"Fargo","ND","Higher Learning Commission","2",0,2,3,3,4,"12",6488,6307,"23","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Independence","OH",NA,"2",0,1,2,3,3,"21",5009,3766,"7","0","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akron","OH","Higher Learning Commission","2",0,2,3,2,3,"21",4799,3716,"23","5","6","0","0","0","0","0","0","0","0","0",NA,1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orrville","OH","Higher Learning Commission","3",0,2,2,1,3,"41",4709,3811,"3","1","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ravenna","OH",NA,"1",0,1,2,3,3,"21",4897,3642,"7","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huron","OH","Higher Learning Commission","3",0,2,2,1,3,"41",5013,4009,"2","2","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parma","OH","Middle States Commission on Higher Education","2",0,2,3,3,3,"21",5017,3808,"23","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Batavia","OH","Higher Learning Commission","3",0,2,3,1,3,"21",3496,4330,"23","7","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue Ash","OH","Higher Learning Commission","3",0,2,3,1,3,"21",3562,4410,"14","7","12","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cleveland","OH","Middle States Commission on Higher Education","2",0,2,3,3,3,"11",5079,3776,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashtabula","OH","Higher Learning Commission","3",0,2,3,1,3,"32",5344,3548,"14","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Liverpool","OH","Higher Learning Commission","3",0,2,3,1,3,"31",4370,3504,"26","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canton","OH","Higher Learning Commission","3",0,2,3,1,3,"21",4718,3694,"14","5","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","OH","Higher Learning Commission","3",0,2,3,1,3,"21",4949,3552,"23","5","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Philadelphia","OH","Higher Learning Commission","3",0,2,3,1,3,"32",4262,3685,"23","5","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salem","OH","Higher Learning Commission","3",0,2,3,1,3,"41",4713,3551,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton","OH","Higher Learning Commission","3",0,2,3,1,3,"41",5061,3620,"14","5","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sandusky","OH","Council on Occupational Education","2",0,2,2,3,3,"32",5024,4022,"8","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamilton","OH","Higher Learning Commission","3",0,3,3,1,3,"21",3617,4483,"22","7","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middletown","OH","Higher Learning Commission","3",0,3,3,1,3,"23",3673,4387,"22","7","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dayton","OH",NA,"2",0,2,2,3,3,"12",3797,4326,"9","0","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wooster","OH","Higher Learning Commission","3",0,2,2,1,3,"32",4625,3846,"13","3","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lima","OH","Higher Learning Commission","3",0,2,3,1,3,"41",4526,4289,"23","10","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mansfield","OH","Higher Learning Commission","3",0,2,3,1,3,"41",4646,4003,"23","10","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marion","OH","Higher Learning Commission","3",0,2,3,1,3,"32",4330,4110,"23","10","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newark","OH","Higher Learning Commission","3",0,2,3,1,3,"23",4034,3960,"23","10","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Clairsville","OH","Higher Learning Commission","3",0,2,2,1,3,"41",4040,3578,"14","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chillicothe","OH","Higher Learning Commission","3",0,2,2,1,3,"32",3604,4089,"14","7","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ironton","OH","Higher Learning Commission","3",0,2,2,1,3,"22",3215,4021,"14","7","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lancaster","OH","Higher Learning Commission","3",0,2,2,1,3,"41",3772,4005,"14","6","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zanesville","OH","Higher Learning Commission","3",0,2,2,1,3,"32",3949,3873,"32","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus","OH","Accrediting Council for Independent Colleges and Schools","2",0,2,2,3,3,"11",3886,4064,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cincinnati","OH",NA,"3",1,2,3,3,3,"21",3568,4432,"14","11","6",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celina","OH","Higher Learning Commission","3",0,3,3,1,3,"41",4306,4456,"22","10","6","0","0","0","0","0","0","0","0","0",NA,1622,46,24,26,15,22,10,49,28,24,8,10,8,9,8,12,6,5,8,8,11,7,41
"Oklahoma City","OK","Higher Learning Commission","3",0,3,4,1,6,"11",2289,6444,"25","11","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma City","OK",NA,"1",0,1,2,3,6,"11",2284,6461,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tahlequah","OK","Oklahoma State Board of Career and Technology Education","1",0,1,1,1,6,"33",2419,6017,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portland","OR",NA,"1",0,1,1,3,8,"11",6398,1320,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beaverton","OR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"13",6376,1352,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlisle","PA","Middle States Commission on Higher Education","3",0,4,4,1,2,"13",4121,2873,"31","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"23",4185,2710,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"22",3959,2762,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lancaster","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",4003,2704,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shamokin Dam","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"32",4698,2784,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrenceville","GA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21",1651,4302,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warminster","PA",NA,"1",0,1,1,3,2,"21",4123,2445,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrisburg","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",4173,2789,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reading","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",4202,2615,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philadelphia","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"11",4051,2414,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kittanning","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"32",4676,3160,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allentown","PA","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,2,"21",4339,2569,"7","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philadelphia","PA","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,2,"11",4011,2420,"11","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hazle Township","PA",NA,"2",0,2,2,3,2,"41",4766,2637,"8","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philadelphia","PA",NA,"1",0,1,2,3,2,"11",3937,2486,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erie","PA","Middle States Commission on Higher Education","3",0,3,4,1,2,"22",5480,3242,"20","12","13","0","0","0","0","0","0","0","0","0",NA,1402,64,60,60,63,41,40,93,106,69,13,14,13,13,13,18,6,5,12,13,16,7,155
"Malvern","PA","Middle States Commission on Higher Education","3",0,4,4,1,2,"21",4013,2558,"18","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hershey","PA","Middle States Commission on Higher Education","3",0,4,4,1,2,"21",4159,2760,"25","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Kensington","PA","Middle States Commission on Higher Education","3",0,3,3,1,2,"41",4311,3171,"22","13","6","0","0","0","0","0","0","0","0","0",NA,1080,50,43,47,51,30,28,71,83,49,8,16,7,16,9,14,7,4,11,11,12,7,86
"Sharon","PA","Middle States Commission on Higher Education","3",0,3,3,1,2,"21",4922,3498,"22","7","6","0","0","0","0","0","0","0","0","0",NA,994,50,34,28,31,27,24,62,48,44,7,10,8,8,7,9,6,5,7,8,9,7,29
"Lehman","PA","Middle States Commission on Higher Education","3",0,3,3,1,2,"41",4963,2635,"22","12","6","0","0","0","0","0","0","0","0","0",NA,1238,50,43,45,46,33,30,71,78,52,8,12,7,15,10,10,7,5,9,11,11,8,78
"Dunmore","PA","Middle States Commission on Higher Education","3",0,3,3,1,2,"21",5039,2576,"22","10","6","0","0","0","0","0","0","0","0","0",NA,1105,40,39,28,38,30,28,59,55,49,7,12,8,11,8,11,5,5,8,9,10,7,37
"Center Valley","PA","Middle States Commission on Higher Education","3",0,3,4,1,2,"21",4316,2543,"22","12","6","0","0","0","0","0","0","0","0","0",NA,1330,50,54,43,56,33,37,79,87,58,12,14,11,12,14,15,6,5,11,11,15,7,105
