"CITY","STABBR","ACCREDAGENCY","SCH_DEG","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LATITUDE","LONGITUDE"
"Bakersfield","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","18","13","12","0","0","0","0","0","1","0","0","0",0,3,4,1,8,2252,963
"Turlock","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","23","18","13","12","0","0","0","0","1","1","0","0","0",0,3,4,1,8,2898,1044
"San Bernardino","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","12","18","11","15","0","0","0","0","0","1","0","0","0",0,3,4,1,8,1874,635
"Pomona","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","18","13","15","0","0","0","0","1","1","0","0","0",0,3,4,1,8,1740,699
"Chico","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","13","18","13","15","0","0","0","0","0","1","0","0","0",0,3,4,1,8,3768,1119
"Carson","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","13","18","9","15","0","0","0","0","0","1","0","0","0",0,3,4,1,8,1582,839
"Fresno","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","17","11","15","0","0","0","0","0","1","0","0","0",0,3,4,1,8,2710,1000
"Fullerton","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","18","13","15","0","0","0","0","0","1","0","0","0",0,3,4,1,8,1596,722
"Hayward","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","12","18","13","15","0","0","0","0","1","1","0","0","0",0,3,4,1,8,2934,1149
"Long Beach","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","18","13","15","0","0","0","0","0","1","0","0","0",0,3,4,1,8,1527,793
"Los Angeles","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","18","11","15","0","0","0","0","1","1","0","0","0",0,3,4,1,8,1768,819
"Northridge","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","18","11","15","0","0","0","0","0","1","0","0","0",0,3,4,1,8,1912,935
"Sacramento","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","18","11","15","0","0","0","0","1","1","0","0","0",0,3,4,1,8,3230,1091
"Berkeley","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","12","15","15","16","0","0","0","0","0","0","0","0","0",0,3,4,1,8,3045,1195
"Davis","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","23","15","15","15","0","0","0","0","1","0","0","0","0",0,3,4,1,8,3218,1110
"Irvine","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","15","15","16","0","0","0","0","1","1","0","0","0",0,3,4,1,8,1447,707
"Los Angeles","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","15","15","17","0","0","0","0","0","0","0","0","0",0,3,4,1,8,1772,914
"Riverside","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","15","15","16","0","0","0","0","1","1","0","0","0",0,3,4,1,8,1674,636
"La Jolla","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","15","15","16","0","0","0","0","0","0","0","0","0",0,3,4,1,8,1210,618
"San Francisco","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","25","0","18","0","0","0","0","0","0","0","0","0",0,4,4,1,8,2979,1282
"Santa Barbara","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","22","15","15","16","0","0","0","0","0","1","0","0","0",0,3,4,1,8,1954,1016
"Santa Cruz","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","13","15","15","17","0","0","0","0","0","1","0","0","0",0,3,4,1,8,2761,1151
"Palo Alto","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","13","26","5","6","0","0","0","0","0","0","0","0","0",0,3,4,3,8,2884,1156
"Modesto","CA","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,2925,1050
"Fresno","CA","Transnational Association of Christian Colleges and Schools","3","11","24","5","6","0","0","0","0","0","0","0","0","0",0,3,3,2,8,2692,994
"La Mesa","CA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1133,557
"Valencia","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","30","14","10","0","0","0","0","0","0","0","0","0",0,3,4,2,8,1948,941
"Vallejo","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","12","22","13","11","0","0","0","0","0","0","0","0","0",0,3,4,1,8,3102,1186
"San Diego","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","31","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,1110,599
"Redwood City","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","2","1","3","0","0","0","0","0","1","0","0","0",0,2,2,1,8,2887,1204
"Santa Clarita","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","2","1","5","0","0","0","0","0","1","0","0","0",0,2,2,1,8,1951,943
"Garden Grove","CA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1525,773
"Van Nuys","CA","Accrediting Bureau of Health Education Schools","1","11","10","4","1","0","0","0","0","1","1","0","0","0",0,1,2,2,8,1888,920
"San Jose","CA","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,8,2851,1124
"Norwalk","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","4","2","5","0","0","0","0","0","1","0","0","0",0,2,2,1,8,1600,791
"Ridgecrest","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","41","2","1","3","0","0","0","0","0","1","0","0","0",0,2,2,1,8,2315,675
"Hayward","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","12","1","1","4","0","0","0","0","0","1","0","0","0",0,2,2,1,8,2923,1155
"Rancho Cucamonga","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","1","1","5","0","0","0","0","0","1","0","0","0",0,2,2,1,8,1846,664
"Orange","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","12","16","14","13","0","0","0","0","0","0","0","0","0",0,3,4,2,8,1540,713
"Los Angeles","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","2","21","26","13","6","0","0","0","0","0","0","0","0","0",0,2,4,2,8,1629,836
"Irvine","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","18","13","14","0","0","0","0","0","0","0","0","0",0,3,4,2,8,1452,698
"Santee","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","22","7","7","0","0","0","0","0","1","0","0","0",0,3,4,2,8,1195,546
"Berkeley","CA","Commission on Accrediting of the Association of Theological Schools","3","12","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,3048,1196
"Glendora","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","1","2","4","0","0","0","0","0","1","0","0","0",0,2,2,1,8,1837,721
"Citrus Heights","CA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,3299,1064
"San Francisco","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1","11","5","1","5","0","0","0","0","1","0","0","0","0",0,1,2,1,8,2967,1280
"Claremont","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","16","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,1820,680
"Claremont","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,8,1819,678
"Visalia","CA","Council on Occupational Education","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",1,1,1,3,8,2599,976
"Clovis","CA","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,8,2717,988
"Fountain Valley","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","13","2","1","3","0","0","0","0","1","0","0","0","0",0,2,2,1,8,1485,746
"San Jose","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","22","9","7","0","0","0","0","0","0","0","0","0",0,3,3,3,8,2881,1132
"Anaheim","CA","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1570,752
"Pomona","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","25","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,1741,686
"Sonora","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","41","1","1","2","0","0","0","0","0","0","0","0","0",0,2,2,1,8,3095,1023
"Tarzana","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","30","15","6","0","0","0","0","0","0","0","0","0",0,3,3,2,8,1870,937
"San Pablo","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","5","1","3","0","0","0","0","1","1","0","0","0",0,2,2,1,8,3066,1241
"Sacramento","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","11","1","1","4","0","0","0","0","1","1","0","0","0",0,2,2,1,8,3198,1090
"Yucaipa","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","41","4","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,8,1716,573
"San Luis Obispo","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","23","2","1","4","0","0","0","0","0","1","0","0","0",0,2,2,1,8,2245,1043
"El Cajon","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","2","1","3","0","0","0","0","0","1","0","0","0",0,2,2,1,8,1122,541
"Cypress","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","14","5","12","0","0","0","0","1","1","0","0","0",0,2,2,1,8,1565,770
"Cupertino","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","13","7","2","5","0","0","0","0","0","0","0","0","0",0,2,2,1,8,2849,1147
"Palm Desert","CA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1490,528
"Blue Lake","CA","National Association of Schools of Theatre","1","41","30","11","6","0","0","0","0","0","0","0","0","0",0,1,4,2,8,4731,1395
"Palm Desert","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","1","1","4","0","0","0","0","0","1","0","0","0",0,2,2,1,8,1491,527
"San Diego","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","30","9","6","0","0","0","0","0","0","0","0","0",0,3,3,3,8,1214,606
"Pleasant Hill","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","1","1","5","0","0","0","0","0","1","0","0","0",0,2,2,1,8,3064,1154
"San Rafael","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","13","19","13","10","0","0","0","0","0","0","0","0","0",0,3,4,2,8,3074,1294
"Berkeley","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","12","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,3051,1202
"Monterey Park","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1","13","5","1","5","0","0","0","0","0","1","0","0","0",0,1,2,1,8,1718,810
"Torrance","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","1","1","5","0","0","0","0","1","1","0","0","0",0,2,2,1,8,1598,880
"Hollywood","CA","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1811,887
"Santa Monica","CA","Accrediting Commission for Acupuncture and Oriental Medicine","3","13","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,3,8,1709,927
"Santa Rosa","CA","Accrediting Council for Independent Colleges and Schools","1","12","23","11","6","0","0","0","0","0","0","0","0","0",0,1,4,3,8,3202,1340
"San Jose","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","11","5","1","4","0","0","0","0","1","0","0","0","0",0,2,2,1,8,2843,1112
"Los Angeles","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","2","11","30","15","9","0","0","0","0","0","0","0","0","0",0,2,3,3,8,1723,843
"Quincy","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","41","14","5","9","0","0","0","0","0","0","0","0","0",0,2,2,1,8,3935,1046
"Sacramento","CA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,3277,1096
"Santa Barbara","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","13","17","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,1959,995
"Santa Cruz","CA","Accrediting Commission for Acupuncture and Oriental Medicine","3","22","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,3,8,2750,1142
"Redondo Beach","CA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1586,894
"Los Altos Hills","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","14","5","12","0","0","0","0","0","0","0","0","0",0,2,2,1,8,2866,1162
"Eureka","CA","National Accrediting Commission of Career Arts and Sciences","1","33","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,4650,1398
"Fresno","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","11","5","1","5","0","0","0","0","0","1","0","0","0",0,2,2,1,8,2695,1011
"Fresno","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","11","18","13","12","0","0","0","0","0","1","0","0","0",0,3,4,2,8,2682,999
"Pasadena","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","12","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,1847,803
"Fullerton","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","21","1","1","5","0","0","0","0","0","0","0","0","0",0,2,2,1,8,1591,739
"Gilroy","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1","23","4","1","3","0","0","0","0","0","1","0","0","0",0,1,2,1,8,2756,1100
"Carlsbad","CA","Accrediting Commission of Career Schools and Colleges","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,8,1275,633
"Glendale","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2","12","4","2","4","0","0","0","0","0","1","0","0","0",0,2,2,1,8,1860,834
